keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
sillas de ordenador baratas,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario oficina online,office,0,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
silla nordica escritorio,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina de diseño,office,50,高,9.98,41.28,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
escritorios de vidrio para oficina,office,500,高,2.99,36.95,review: requires page-role and SERP-intent filtering before use
sillas reuniones baratas,office,50,高,7.04,29.13,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla escritorio lila,office,50,高,3.55,16.39,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
muebles para despacho en casa,office,50,高,,,review: requires page-role and SERP-intent filtering before use
muebles para recepcion modernos,office,50,高,2.55,38.32,review: requires page-role and SERP-intent filtering before use
muebles para despacho,office,50,高,18.85,290.57,review: requires page-role and SERP-intent filtering before use
silla estudio blanca,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
escritorio con llave,office,500,高,1.54,17.89,review: requires page-role and SERP-intent filtering before use
sillas para oficina amazon,office,50,高,6.39,75.42,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
escritorio para estudio,office,500,高,1.25,16.42,review: requires page-role and SERP-intent filtering before use
silla de pc,office,500,高,1.37,12.77,review: requires page-role and SERP-intent filtering before use
cajonera negra escritorio,office,50,高,1.84,7.52,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
proveedores de mobiliario de oficina,office,50,高,25.98,151.50,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mesas para juntas,office,500,高,14.36,332.37,review: requires page-role and SERP-intent filtering before use
mesas para reuniones de oficina,office,50,中,7.64,39.62,review: requires page-role and SERP-intent filtering before use
silla eames escritorio,office,500,高,3.22,13.27,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla con ruedas para oficina,office,500,高,4.09,50.92,review: requires page-role and SERP-intent filtering before use
escritorio oficina en l,office,500,高,7.38,34.97,review: requires page-role and SERP-intent filtering before use
sillas acojinadas para oficina,office,500,高,11.68,62.80,review: requires page-role and SERP-intent filtering before use
sillas para escritorio baratas,office,500,高,2.03,25.16,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
escritorio doble para oficina,office,500,高,8.79,138.42,review: requires page-role and SERP-intent filtering before use
sillas de oficina modernas,office,50,高,5.69,40.61,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mesa de escritorio para pc,office,500,高,0.87,7.99,review: requires page-role and SERP-intent filtering before use
silla oficina diseño italiano,office,50,高,,,review: requires page-role and SERP-intent filtering before use
mejores sillas para la espalda,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla ordenador blanca,office,0,未知,,,review: requires page-role and SERP-intent filtering before use
mesa escritorio 100 x 50,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sodimac sillas de oficina,office,500,高,0.98,13.97,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla escritorio malla,office,50,高,1.83,17.60,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de gaming,office,500,高,1.28,11.04,review: requires page-role and SERP-intent filtering before use
mueble para archivadores,office,500,高,2.74,22.95,review: requires page-role and SERP-intent filtering before use
silla escritorio turquesa,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mueble carpetas colgantes,office,50,高,5.11,36.93,review: requires page-role and SERP-intent filtering before use
sala de espera oficina,office,500,高,14.79,51.54,review: requires page-role and SERP-intent filtering before use
silla escritorio black friday,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
semty escritorios,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla ergonómica para escritorio,office,500,高,1.66,15.52,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
recepciones para oficina,office,50,高,13.80,139.12,review: requires page-role and SERP-intent filtering before use
silla escritorio coppel,office,500,高,0.99,24.29,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
divisiones modulares para oficina,office,500,中,8.15,34.54,review: requires page-role and SERP-intent filtering before use
mesa oficina con ala,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
homcom mesa de ordenador,office,50,中,,,review: requires page-role and SERP-intent filtering before use
sillas oficina mercado libre,office,500,高,5.65,49.27,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario recepcion,office,50,中,11.62,182.32,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
muebles para empresas,office,50,高,10.40,49.29,review: requires page-role and SERP-intent filtering before use
precios de escritorios para oficina,office,500,高,1.92,19.81,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
escritorio en vidrio,office,500,高,1.13,8.31,review: requires page-role and SERP-intent filtering before use
silla ergonomica homecenter,office,5000,高,0.71,9.09,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para oficina sin ruedas,office,500,高,5.32,34.56,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
escritorio para habitacion pequeña,office,500,高,1.02,8.82,review: requires page-role and SERP-intent filtering before use
escritorio con gavetas,office,500,高,2.19,21.64,review: requires page-role and SERP-intent filtering before use
silla ejecutiva malla,office,50,高,5.06,153.91,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
escritorios madera maciza,office,500,高,2.64,15.43,review: requires page-role and SERP-intent filtering before use
escritorios para dormitorios,office,500,高,0.81,6.57,review: requires page-role and SERP-intent filtering before use
mesas de escritorio modernas,office,50,高,1.87,93.35,review: requires page-role and SERP-intent filtering before use
silla oficina herman miller,office,50,高,3.99,80.58,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla escritorio reposabrazos regulable,office,50,高,4.92,13.27,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mesa despacho segunda mano,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
